Shipment_ID,timestamp,driver_id,vehicle_id,route_id,supplier_id,shipping_costs,delivery_time_deviation,iot_temperature,order_fulfillment_status
100227,2026-03-02 17:35:00,DRV_00013,VEH_00028,RTE_00008,SUP_00002,8087.45,1.84,8.7,2.0
100228,2026-02-14 06:14:00,DRV_00045,VEH_00062,RTE_00018,SUP_00358,5443.98,61.6,14.5,2.0
100229,2026-02-18 22:27:00,DRV_00033,VEH_00033,RTE_00019,SUP_00726,22766.25,16.71,0.1,3.0
100230,2026-02-06 13:42:00,DRV_00006,VEH_00035,RTE_00052,SUP_00006,19129.8,8.73,16.9,1.0
100231,2026-03-10 09:46:00,DRV_00024,VEH_00052,RTE_00016,SUP_00010,17071.76,13.43,13.9,2.0
100232,2026-01-09 19:28:00,DRV_00019,VEH_00034,RTE_00002,SUP_00010,7873.67,27.18,1.6,2.0
100233,2026-01-18 14:22:00,DRV_00016,VEH_00041,RTE_00052,SUP_00008,5009.1,14.34,12.2,3.0
100234,2026-01-26 19:17:00,DRV_00040,VEH_00051,RTE_00008,SUP_00001,19033.05,19.68,5.7,2.0
100235,2026-02-17 03:03:00,DRV_00028,VEH_00047,RTE_00022,SUP_00013,12116.87,5.39,6.0,2.0
100236,2026-02-06 04:03:00,DRV_00033,VEH_00058,RTE_00006,SUP_00101,6031.84,17.81,13.7,1.0
100237,2026-02-15 15:33:00,DRV_00048,VEH_00075,RTE_00012,SUP_00009,15607.24,39.07,18.6,2.0
100238,2026-03-03 20:05:00,DRV_00041,VEH_00057,RTE_00015,SUP_00358,1488.18,29.02,18.6,3.0
100239,2026-01-25 02:18:00,DRV_00013,VEH_00023,RTE_00025,SUP_00010,8491.17,21.7,6.4,1.0
100240,2026-02-25 23:43:00,DRV_00043,VEH_00048,RTE_00008,SUP_00015,11979.65,52.48,7.6,3.0
100241,2026-01-16 17:51:00,DRV_00045,VEH_00022,RTE_00004,SUP_00005,4124.98,63.8,5.5,1.0
100242,2026-01-18 11:44:00,DRV_00025,VEH_00017,RTE_00015,SUP_00358,24624.03,53.27,5.3,1.0
100243,2026-03-06 20:24:00,DRV_00042,VEH_00069,RTE_00028,SUP_00016,5622.89,20.56,-1.0,2.0
100244,2026-01-30 05:47:00,DRV_00036,VEH_00011,RTE_00020,SUP_00013,3693.65,52.32,11.7,2.0
100245,2026-03-01 20:42:00,DRV_00027,VEH_00015,RTE_00025,SUP_00358,5486.6,6.7,6.7,2.0
100246,2026-02-05 21:03:00,DRV_00038,VEH_00035,RTE_00017,SUP_00726,19342.0,23.73,1.9,3.0
100247,2026-01-11 21:48:00,DRV_00007,VEH_00033,RTE_00013,SUP_00018,10924.89,21.61,14.3,2.0
100248,2026-03-05 19:46:00,DRV_00005,VEH_00016,RTE_00018,SUP_00011,14352.69,57.19,14.1,2.0
100249,2026-02-04 14:11:00,DRV_00043,VEH_00034,RTE_00002,SUP_00009,1014.72,13.97,7.7,1.0
100250,2026-01-02 22:51:00,DRV_00045,VEH_00066,RTE_00013,SUP_00016,1343.57,-0.13,4.0,2.0
100251,2026-02-09 01:30:00,DRV_00031,VEH_00040,RTE_00013,SUP_00002,11422.73,5.14,10.8,2.0
100252,2026-02-20 01:22:00,DRV_00023,VEH_00028,RTE_00022,SUP_00002,20508.05,61.12,3.8,2.0
100253,2026-01-25 03:14:00,DRV_00042,VEH_00047,RTE_00015,SUP_00012,22188.35,43.8,2.7,2.0
100254,2026-03-08 11:42:00,DRV_00010,VEH_00039,RTE_00020,SUP_00008,2624.31,14.5,12.6,1.0
100255,2026-01-08 22:11:00,DRV_00032,VEH_00070,RTE_00052,SUP_00009,13689.9,37.76,-1.2,2.0
100256,2026-01-03 00:31:00,DRV_00043,VEH_00073,RTE_00029,SUP_00012,22874.13,35.62,-0.1,1.0
100257,2026-02-16 17:10:00,DRV_00030,VEH_00020,RTE_00027,SUP_00009,10005.33,45.47,18.6,3.0
100258,2026-02-28 04:03:00,DRV_00039,VEH_00001,RTE_00010,SUP_00010,20824.36,12.96,1.1,2.0
100259,2026-01-07 00:40:00,DRV_00031,VEH_00072,RTE_00029,SUP_00002,3775.54,61.56,-0.6,2.0
100260,2026-02-28 22:56:00,DRV_00018,VEH_00063,RTE_00003,SUP_00016,23417.16,18.82,17.9,2.0
100261,2026-02-28 05:59:00,DRV_00036,VEH_00067,RTE_00019,SUP_00726,18909.87,32.78,3.8,1.0
100262,2026-02-19 12:15:00,DRV_00002,VEH_00004,RTE_00003,SUP_00007,23562.69,-3.76,1.0,2.0
100263,2026-03-03 12:54:00,DRV_00014,VEH_00058,RTE_00022,SUP_00002,17077.12,23.69,18.6,2.0
100264,2026-01-08 17:11:00,DRV_00013,VEH_00025,RTE_00014,SUP_00001,9403.4,22.08,16.7,3.0
100265,2026-01-27 01:04:00,DRV_00029,VEH_00047,RTE_00052,SUP_00019,23485.44,36.85,8.4,1.0
100266,2026-01-02 06:02:00,DRV_00012,VEH_00038,RTE_00008,SUP_00004,7251.39,0.6,5.3,1.0
100267,2026-01-06 15:55:00,DRV_00039,VEH_00015,RTE_00027,SUP_00101,8638.23,55.84,15.5,3.0
100268,2026-02-21 03:36:00,DRV_00002,VEH_00063,RTE_00023,SUP_00358,17669.81,11.77,5.9,1.0
100269,2026-01-28 08:24:00,DRV_00032,VEH_00021,RTE_01007,SUP_00002,19250.25,47.13,18.6,2.0
100270,2026-02-02 19:34:00,DRV_00013,VEH_00057,RTE_00004,SUP_00014,23270.39,56.85,2.1,2.0
100271,2026-01-16 05:18:00,DRV_00046,VEH_00053,RTE_00027,SUP_00002,5517.66,38.26,5.6,3.0
100272,2026-03-01 17:01:00,DRV_00027,VEH_00046,RTE_00028,SUP_00015,20050.95,52.05,4.3,1.0
100273,2026-02-12 03:53:00,DRV_00049,VEH_00014,RTE_00020,SUP_00012,18594.38,45.96,11.5,1.0
100274,2026-01-22 01:06:00,DRV_00041,VEH_00076,RTE_00011,SUP_00005,2062.97,22.38,3.8,1.0
100275,2026-01-12 13:26:00,DRV_00017,VEH_00017,RTE_00026,SUP_00726,9986.97,36.35,9.5,3.0
100276,2026-02-02 12:43:00,DRV_00040,VEH_00039,RTE_00727,SUP_00007,7427.75,17.69,-0.7,2.0
100277,2026-03-09 02:01:00,DRV_00031,VEH_00009,RTE_00011,SUP_00101,7960.02,38.98,1.8,3.0
100278,2026-03-05 00:15:00,DRV_00034,VEH_00077,RTE_00052,SUP_00548,24582.2,35.9,6.1,2.0
100279,2026-01-12 08:51:00,DRV_00024,VEH_00079,RTE_00027,SUP_00010,16248.05,24.18,16.7,3.0
100280,2026-02-23 17:31:00,DRV_00045,VEH_00006,RTE_01007,SUP_00014,18083.07,18.31,18.6,2.0
100281,2026-01-02 10:09:00,DRV_00035,VEH_00023,RTE_00011,SUP_00014,24427.13,30.37,11.3,1.0
100282,2026-01-22 22:56:00,DRV_00048,VEH_00059,RTE_00002,SUP_00005,9741.44,57.98,3.1,1.0
100283,2026-01-15 12:52:00,DRV_00006,VEH_00046,RTE_01007,SUP_00018,20145.08,66.6,0.5,1.0
100284,2026-01-21 17:35:00,DRV_00019,VEH_00038,RTE_00052,SUP_00101,11146.01,36.97,18.6,3.0
100285,2026-02-12 15:54:00,DRV_00030,VEH_00014,RTE_00017,SUP_00014,21803.57,45.93,4.1,3.0
100286,2026-02-20 11:34:00,DRV_00007,VEH_00072,RTE_00009,SUP_00002,4926.11,64.55,1.2,3.0
100287,2026-01-30 20:56:00,DRV_00010,VEH_00062,RTE_00028,SUP_00012,23718.31,2.59,1.5,1.0
100288,2026-01-06 03:20:00,DRV_00041,VEH_00035,RTE_00727,SUP_00358,5859.91,12.87,13.2,2.0
100289,2026-01-30 14:42:00,DRV_00032,VEH_00019,RTE_00028,SUP_00101,8492.4,49.59,-1.7,1.0
100290,2026-01-11 12:31:00,DRV_00034,VEH_00030,RTE_00002,SUP_00006,19026.71,58.43,9.2,1.0
100291,2026-02-05 16:47:00,DRV_00028,VEH_00078,RTE_00029,SUP_00004,10147.0,60.99,19.4,2.0
100292,2026-02-16 07:30:00,DRV_00015,VEH_00025,RTE_00024,SUP_00013,15401.18,26.96,18.6,2.0
100293,2026-01-04 02:59:00,DRV_00030,VEH_00040,RTE_00015,SUP_00004,11392.05,1.88,9.3,2.0
100294,2026-01-05 08:55:00,DRV_00037,VEH_00014,RTE_00016,SUP_00358,18688.06,28.71,4.3,2.0
100295,2026-02-11 00:00:00,DRV_00029,VEH_00026,RTE_00025,SUP_00014,6094.12,12.77,19.4,1.0
100296,2026-01-09 11:03:00,DRV_00022,VEH_00022,RTE_00004,SUP_00016,1932.22,17.42,12.7,3.0
100297,2026-01-21 08:19:00,DRV_00004,VEH_00048,RTE_00008,SUP_00004,7848.27,54.46,15.4,1.0
100298,2026-01-09 22:34:00,DRV_00020,VEH_00051,RTE_00009,SUP_00101,12120.56,0.82,1.9,2.0
100299,2026-01-23 17:11:00,DRV_00032,VEH_00003,RTE_00026,SUP_00001,4616.49,58.72,-0.0,3.0
100300,2026-01-04 20:19:00,DRV_00036,VEH_00042,RTE_00026,SUP_00013,9192.53,27.93,16.0,3.0
100301,2026-02-07 01:11:00,DRV_00004,VEH_00019,RTE_00005,SUP_00004,10299.58,40.9,5.0,1.0
100302,2026-02-12 13:07:00,DRV_00027,VEH_00073,RTE_00016,SUP_00726,1906.1,39.49,9.0,1.0
100303,2026-02-03 13:54:00,DRV_00017,VEH_00028,RTE_00013,SUP_00018,14791.03,20.98,18.6,1.0
100304,2026-01-02 18:37:00,DRV_00012,VEH_00045,RTE_01007,SUP_00006,22166.41,1.91,0.5,3.0
100305,2026-01-27 15:20:00,DRV_00022,VEH_00071,RTE_00007,SUP_00003,4217.7,69.04,9.8,3.0
100306,2026-02-26 22:58:00,DRV_00017,VEH_00078,RTE_00052,SUP_00484,15146.3,57.16,8.5,3.0
100307,2026-01-02 12:40:00,DRV_00010,VEH_00063,RTE_00026,SUP_00013,16786.11,30.39,2.1,2.0
100308,2026-02-17 13:37:00,DRV_00001,VEH_00073,RTE_00020,SUP_00016,10773.7,12.22,7.0,2.0
100309,2026-02-02 14:55:00,DRV_00022,VEH_00019,RTE_00017,SUP_00005,17676.89,66.88,13.9,1.0
100310,2026-01-15 19:57:00,DRV_00026,VEH_00047,RTE_00003,SUP_00004,10562.92,21.53,9.8,3.0
100311,2026-02-23 19:45:00,DRV_00018,VEH_00014,RTE_00005,SUP_00548,12863.61,34.09,-0.1,1.0
100312,2026-01-02 23:49:00,DRV_00014,VEH_00038,RTE_00019,SUP_00008,680.15,38.36,9.0,3.0
100313,2026-02-12 10:55:00,DRV_00047,VEH_00053,RTE_00052,SUP_00019,17447.14,67.67,12.1,1.0
100314,2026-02-04 19:08:00,DRV_00029,VEH_00061,RTE_00012,SUP_00014,16702.9,-4.71,13.9,2.0
100315,2026-03-07 09:39:00,DRV_00012,VEH_00036,RTE_00029,SUP_00007,1440.82,13.34,10.6,3.0
100316,2026-03-04 16:32:00,DRV_00036,VEH_00040,RTE_00027,SUP_00014,9522.13,67.26,1.1,2.0
100317,2026-01-27 17:07:00,DRV_00035,VEH_00030,RTE_00007,SUP_00006,24486.28,8.17,12.2,3.0
100318,2026-01-17 04:48:00,DRV_00012,VEH_00009,RTE_00028,SUP_00012,10808.05,3.72,11.5,1.0
100319,2026-03-05 11:32:00,DRV_00007,VEH_00064,RTE_00009,SUP_00016,12797.66,38.9,-1.5,3.0
100320,2026-03-02 07:11:00,DRV_00029,VEH_00033,RTE_00727,SUP_00017,22793.29,61.36,6.2,2.0
100321,2026-01-03 18:27:00,DRV_00011,VEH_00052,RTE_00028,SUP_00013,18072.92,31.74,4.7,3.0
100322,2026-02-10 21:11:00,DRV_00033,VEH_00014,RTE_00006,SUP_00484,14760.72,71.58,11.4,1.0
100323,2026-01-16 13:19:00,DRV_00006,VEH_00075,RTE_00029,SUP_00014,20046.21,47.3,19.4,3.0
100324,2026-02-02 02:14:00,DRV_00047,VEH_00053,RTE_00026,SUP_00007,21676.97,0.7,9.8,2.0
100325,2026-03-11 02:42:00,DRV_00015,VEH_00059,RTE_00017,SUP_00014,11693.76,71.45,16.3,1.0
100326,2026-03-02 00:16:00,DRV_00032,VEH_00078,RTE_00016,SUP_00015,12140.15,26.41,14.0,2.0
100327,2026-02-18 19:11:00,DRV_00011,VEH_00041,RTE_00023,SUP_00012,9958.25,17.13,16.4,3.0
100328,2026-01-31 14:24:00,DRV_00023,VEH_00068,RTE_00727,SUP_00017,24184.3,37.96,18.6,2.0
100329,2026-02-18 16:11:00,DRV_00026,VEH_00068,RTE_00003,SUP_00009,17580.57,18.43,-1.8,3.0
100330,2026-01-29 08:18:00,DRV_00034,VEH_00008,RTE_00021,SUP_00358,2538.97,1.66,10.5,1.0
100331,2026-02-01 14:45:00,DRV_00046,VEH_00002,RTE_00052,SUP_00015,21642.51,-4.89,6.3,2.0
100332,2026-01-14 18:30:00,DRV_00034,VEH_00041,RTE_00026,SUP_00012,12273.72,29.62,-1.5,2.0
100333,2026-01-13 02:29:00,DRV_00029,VEH_00055,RTE_00004,SUP_00002,2184.47,59.44,3.0,3.0
100334,2026-01-05 18:53:00,DRV_00004,VEH_00016,RTE_00010,SUP_00005,13968.07,39.07,19.4,2.0
100335,2026-02-25 11:49:00,DRV_00017,VEH_00062,RTE_00005,SUP_00013,10720.52,71.94,10.3,2.0
100336,2026-02-02 20:53:00,DRV_00035,VEH_00048,RTE_00021,SUP_00726,22004.86,23.46,13.9,1.0
100337,2026-01-03 09:16:00,DRV_00013,VEH_00030,RTE_00022,SUP_00484,5497.87,16.6,-0.3,3.0
100338,2026-02-21 14:10:00,DRV_00041,VEH_00012,RTE_01007,SUP_00008,20748.38,7.3,1.7,3.0
100339,2026-02-22 22:13:00,DRV_00039,VEH_00035,RTE_00010,SUP_00014,14163.37,7.63,13.2,1.0
100340,2026-01-05 02:15:00,DRV_00015,VEH_00011,RTE_00012,SUP_00015,1837.95,16.96,-1.6,1.0
100341,2026-01-14 16:58:00,DRV_00029,VEH_00064,RTE_00010,SUP_00011,24310.21,56.05,14.3,3.0
100342,2026-01-22 08:26:00,DRV_00029,VEH_00050,RTE_00029,SUP_00001,13059.07,64.74,-1.7,1.0
100343,2026-02-04 06:57:00,DRV_00011,VEH_00021,RTE_00013,SUP_00548,7626.48,53.24,11.1,1.0
100344,2026-02-03 14:44:00,DRV_00032,VEH_00069,RTE_00011,SUP_00003,12000.47,12.89,5.3,1.0
100345,2026-02-07 12:45:00,DRV_00002,VEH_00048,RTE_00022,SUP_00017,21517.52,62.86,10.2,3.0
100346,2026-03-09 23:28:00,DRV_00047,VEH_00020,RTE_00016,SUP_00019,7970.13,20.28,11.9,1.0
100347,2026-01-28 15:10:00,DRV_00014,VEH_00067,RTE_00008,SUP_00014,5220.57,3.69,4.8,2.0
100348,2026-01-04 21:20:00,DRV_00020,VEH_00044,RTE_00008,SUP_00358,3662.25,61.99,0.2,2.0
100349,2026-03-07 17:40:00,DRV_00022,VEH_00033,RTE_00027,SUP_00484,7797.56,43.98,-0.6,3.0
100350,2026-03-06 16:59:00,DRV_00011,VEH_00073,RTE_00025,SUP_00008,19611.18,7.68,9.8,1.0
100351,2026-01-29 07:24:00,DRV_00027,VEH_00061,RTE_00008,SUP_00013,12054.85,28.1,8.4,2.0
100352,2026-02-21 18:23:00,DRV_00003,VEH_00009,RTE_00013,SUP_00726,6073.3,17.25,-1.5,3.0
100353,2026-02-01 17:54:00,DRV_00017,VEH_00068,RTE_00027,SUP_00003,4571.53,51.73,8.2,2.0
100354,2026-02-09 11:15:00,DRV_00044,VEH_00035,RTE_00002,SUP_00005,8651.87,29.91,6.4,1.0
100355,2026-02-21 05:04:00,DRV_00028,VEH_00065,RTE_01007,SUP_00009,23528.15,71.17,19.4,3.0
100356,2026-02-09 05:31:00,DRV_00029,VEH_00008,RTE_01007,SUP_00006,8904.15,-0.78,-1.5,2.0
100357,2026-01-13 21:49:00,DRV_00021,VEH_00045,RTE_00012,SUP_00358,24709.04,22.34,4.7,3.0
100358,2026-01-31 04:44:00,DRV_00047,VEH_00047,RTE_00010,SUP_00002,12388.15,32.11,17.5,2.0
100359,2026-02-27 15:09:00,DRV_00016,VEH_00040,RTE_00012,SUP_00013,4889.52,33.74,15.5,2.0
100360,2026-01-26 03:32:00,DRV_00037,VEH_00076,RTE_00011,SUP_00005,22332.93,19.33,4.6,1.0
100361,2026-01-31 05:25:00,DRV_00020,VEH_00054,RTE_00015,SUP_00008,11778.71,51.15,9.8,1.0
100362,2026-02-02 18:42:00,DRV_00006,VEH_00076,RTE_00016,SUP_00484,17886.95,62.36,18.6,2.0
100363,2026-01-23 15:55:00,DRV_00019,VEH_00046,RTE_00017,SUP_00001,24600.93,67.28,18.6,3.0
100364,2026-02-13 21:28:00,DRV_00005,VEH_00047,RTE_00026,SUP_00726,1729.3,46.37,18.6,3.0
100365,2026-01-24 11:48:00,DRV_00003,VEH_00015,RTE_00002,SUP_00012,2869.02,60.49,-0.5,1.0
100366,2026-01-13 23:51:00,DRV_00001,VEH_00019,RTE_00018,SUP_00484,18151.19,37.39,8.2,2.0
100367,2026-01-03 09:00:00,DRV_00038,VEH_00026,RTE_00012,SUP_00011,7404.71,58.59,17.4,1.0
100368,2026-03-09 04:32:00,DRV_00015,VEH_00052,RTE_00019,SUP_00007,5015.38,18.37,11.9,2.0
100369,2026-01-01 05:01:00,DRV_00034,VEH_00022,RTE_00026,SUP_00015,1464.37,25.68,-0.6,2.0
100370,2026-02-01 09:56:00,DRV_00035,VEH_00021,RTE_00023,SUP_00358,1035.24,19.4,1.8,1.0
100371,2026-02-15 23:55:00,DRV_00049,VEH_00051,RTE_00018,SUP_00101,19474.9,30.99,13.4,3.0
100372,2026-02-07 16:00:00,DRV_00025,VEH_00038,RTE_01007,SUP_00011,3793.62,16.99,14.8,1.0
100373,2026-02-15 15:26:00,DRV_00024,VEH_00020,RTE_00052,SUP_00358,11959.16,69.04,10.4,2.0
100374,2026-01-08 06:52:00,DRV_00012,VEH_00029,RTE_00017,SUP_00016,15344.47,19.09,10.9,1.0
100375,2026-01-05 05:42:00,DRV_00018,VEH_00051,RTE_00052,SUP_00003,10994.62,2.55,-1.4,3.0
100376,2026-02-04 22:56:00,DRV_00015,VEH_00004,RTE_01007,SUP_00726,1164.11,14.75,14.6,3.0
100377,2026-03-01 05:54:00,DRV_00044,VEH_00055,RTE_00006,SUP_00014,19695.79,-0.6,13.8,2.0
100378,2026-01-19 12:01:00,DRV_00016,VEH_00071,RTE_00025,SUP_00003,757.57,3.51,3.2,1.0
100379,2026-01-25 00:24:00,DRV_00027,VEH_00028,RTE_00015,SUP_00001,19166.3,11.89,18.6,3.0
100380,2026-01-23 17:45:00,DRV_00008,VEH_00004,RTE_00003,SUP_00548,22385.96,29.04,2.3,1.0
100381,2026-01-17 00:53:00,DRV_00046,VEH_00022,RTE_00006,SUP_00015,11104.58,28.36,-1.2,3.0
100382,2026-02-15 21:45:00,DRV_00025,VEH_00076,RTE_00003,SUP_00001,13620.79,56.58,2.0,2.0
100383,2026-02-06 00:45:00,DRV_00017,VEH_00045,RTE_01007,SUP_00017,12186.09,51.94,1.6,2.0
100384,2026-01-26 10:31:00,DRV_00029,VEH_00067,RTE_00029,SUP_00002,10035.61,27.83,4.8,1.0
100385,2026-02-20 16:31:00,DRV_00008,VEH_00066,RTE_00001,SUP_00726,22241.9,15.45,6.4,2.0
100386,2026-01-03 18:54:00,DRV_00015,VEH_00034,RTE_01007,SUP_00006,22401.37,19.37,8.2,3.0
100387,2026-01-08 16:53:00,DRV_00027,VEH_00055,RTE_00013,SUP_00008,8727.5,54.6,7.5,2.0
100388,2026-01-13 13:10:00,DRV_00046,VEH_00001,RTE_00052,SUP_00016,15569.21,-0.99,3.4,3.0
100389,2026-01-25 20:17:00,DRV_00007,VEH_00072,RTE_00028,SUP_00019,23209.24,-4.01,-1.4,3.0
100390,2026-02-09 13:18:00,DRV_00003,VEH_00038,RTE_00021,SUP_00001,24070.43,56.26,10.1,2.0
100391,2026-02-26 23:54:00,DRV_00029,VEH_00006,RTE_00026,SUP_00003,12969.5,31.74,5.9,3.0
100392,2026-01-08 10:49:00,DRV_00044,VEH_00025,RTE_00014,SUP_00003,11594.21,5.08,4.0,3.0
100393,2026-03-11 05:53:00,DRV_00024,VEH_00017,RTE_00013,SUP_00005,7328.01,13.14,15.3,1.0
100394,2026-02-01 06:17:00,DRV_00003,VEH_00061,RTE_00027,SUP_00012,23992.36,66.8,18.6,1.0
100395,2026-02-16 01:20:00,DRV_00020,VEH_00012,RTE_00004,SUP_00012,3998.95,61.18,15.2,1.0
100396,2026-01-20 06:31:00,DRV_00046,VEH_00006,RTE_00007,SUP_00726,14705.82,29.82,7.9,2.0
100397,2026-02-24 05:09:00,DRV_00015,VEH_00027,RTE_00022,SUP_00013,7422.48,32.13,0.6,1.0
100398,2026-02-08 00:28:00,DRV_00025,VEH_00008,RTE_00010,SUP_00726,7335.7,41.49,11.9,3.0
100399,2026-01-05 00:41:00,DRV_00030,VEH_00065,RTE_00007,SUP_00009,10421.73,70.09,2.1,2.0
100400,2026-01-14 07:50:00,DRV_00014,VEH_00057,RTE_00021,SUP_00007,24970.43,69.36,6.8,2.0
100401,2026-02-04 12:09:00,DRV_00007,VEH_00040,RTE_00015,SUP_00004,1846.67,11.58,18.6,2.0
100402,2026-02-05 09:53:00,DRV_00017,VEH_00014,RTE_00015,SUP_00019,14674.27,57.46,14.5,2.0
100403,2026-01-21 13:12:00,DRV_00044,VEH_00035,RTE_00004,SUP_00358,2523.02,10.19,0.5,3.0
100404,2026-01-08 09:27:00,DRV_00020,VEH_00048,RTE_00052,SUP_00019,4285.76,11.44,16.1,3.0
100405,2026-01-07 01:16:00,DRV_00036,VEH_00056,RTE_00023,SUP_00006,11269.29,47.06,15.3,1.0
100406,2026-03-03 17:31:00,DRV_00009,VEH_00049,RTE_00023,SUP_00013,13006.27,26.19,7.3,2.0
100407,2026-03-02 19:05:00,DRV_00038,VEH_00013,RTE_00006,SUP_00011,6840.41,66.73,12.9,1.0
100408,2026-03-04 10:32:00,DRV_00048,VEH_00061,RTE_00024,SUP_00013,8253.2,1.85,10.4,3.0
100409,2026-02-18 19:56:00,DRV_00022,VEH_00049,RTE_00020,SUP_00013,2630.69,34.39,14.1,2.0
100410,2026-01-02 15:28:00,DRV_00002,VEH_00046,RTE_00026,SUP_00358,7928.88,65.73,18.6,3.0
100411,2026-02-23 20:55:00,DRV_00024,VEH_00062,RTE_00005,SUP_00726,24180.68,39.88,13.7,1.0
100412,2026-01-05 14:55:00,DRV_00008,VEH_00008,RTE_00020,SUP_00015,23645.33,7.05,7.2,3.0
100413,2026-02-18 15:11:00,DRV_00011,VEH_00043,RTE_00012,SUP_00548,8704.52,51.79,16.8,2.0
100414,2026-02-23 01:49:00,DRV_00013,VEH_00020,RTE_00001,SUP_00013,14485.92,42.67,18.6,2.0
100415,2026-03-05 06:03:00,DRV_00017,VEH_00039,RTE_00028,SUP_00358,22785.09,7.27,7.3,1.0
100416,2026-03-03 01:22:00,DRV_00008,VEH_00049,RTE_00008,SUP_00011,651.5,69.54,13.7,2.0
100417,2026-02-08 17:26:00,DRV_00021,VEH_00064,RTE_00001,SUP_00019,20361.75,65.44,18.6,3.0
100418,2026-01-10 07:23:00,DRV_00018,VEH_00062,RTE_00005,SUP_00008,23735.05,7.86,9.1,3.0
100419,2026-01-23 06:57:00,DRV_00030,VEH_00054,RTE_00727,SUP_00726,2737.48,45.76,1.6,3.0
100420,2026-02-24 14:57:00,DRV_00018,VEH_00009,RTE_00022,SUP_00008,4455.47,1.58,7.4,3.0
100421,2026-01-08 14:46:00,DRV_00046,VEH_00037,RTE_00006,SUP_00010,24038.28,65.03,17.4,1.0
100422,2026-03-10 20:37:00,DRV_00047,VEH_00049,RTE_00029,SUP_00016,13669.73,9.91,13.1,3.0
100423,2026-03-07 04:08:00,DRV_00031,VEH_00041,RTE_00021,SUP_00019,847.82,27.05,14.2,1.0
100424,2026-02-06 18:01:00,DRV_00038,VEH_00017,RTE_00052,SUP_00484,6811.98,29.56,-1.3,3.0
100425,2026-02-04 12:46:00,DRV_00032,VEH_00021,RTE_00003,SUP_00011,11523.62,41.12,7.4,1.0
100426,2026-02-04 22:20:00,DRV_00011,VEH_00051,RTE_00015,SUP_00013,17476.27,0.52,10.9,3.0
100427,2026-01-16 17:57:00,DRV_00045,VEH_00059,RTE_00005,SUP_00009,18462.43,12.46,18.6,3.0
100428,2026-02-08 14:49:00,DRV_00025,VEH_00039,RTE_00028,SUP_00726,24887.83,17.1,-1.0,1.0
100429,2026-03-09 05:45:00,DRV_00033,VEH_00055,RTE_00024,SUP_00101,7544.02,64.95,15.0,2.0
100430,2026-02-09 08:21:00,DRV_00038,VEH_00041,RTE_00014,SUP_00019,13686.39,55.16,9.0,2.0
100431,2026-01-22 13:04:00,DRV_00041,VEH_00039,RTE_00018,SUP_00016,13566.43,-3.51,1.9,2.0
100432,2026-02-18 19:53:00,DRV_00008,VEH_00013,RTE_00016,SUP_00007,10438.31,20.18,4.3,1.0
100433,2026-02-06 19:26:00,DRV_00011,VEH_00064,RTE_00006,SUP_00019,4644.47,43.35,-1.5,2.0
100434,2026-03-08 04:05:00,DRV_00022,VEH_00011,RTE_00025,SUP_00012,24447.69,16.19,8.6,2.0
100435,2026-01-11 15:38:00,DRV_00024,VEH_00019,RTE_00024,SUP_00015,21406.27,65.04,-1.0,1.0
100436,2026-02-17 05:47:00,DRV_00041,VEH_00011,RTE_00014,SUP_00484,12709.16,43.81,1.2,2.0
100437,2026-03-06 10:12:00,DRV_00017,VEH_00077,RTE_00027,SUP_00014,15279.51,0.54,14.3,2.0
100438,2026-02-25 15:35:00,DRV_00012,VEH_00046,RTE_00024,SUP_00011,6067.9,64.99,0.7,2.0
100439,2026-01-14 13:08:00,DRV_00046,VEH_00045,RTE_00008,SUP_00010,13822.78,68.75,2.7,1.0
100440,2026-01-03 02:51:00,DRV_00032,VEH_00001,RTE_00727,SUP_00011,17526.77,0.98,7.1,1.0
100441,2026-02-03 20:27:00,DRV_00015,VEH_00040,RTE_00029,SUP_00006,13121.59,35.99,8.3,2.0
100442,2026-03-02 12:22:00,DRV_00016,VEH_00019,RTE_00007,SUP_00002,24761.99,18.36,13.3,2.0
100443,2026-03-02 13:55:00,DRV_00022,VEH_00076,RTE_00008,SUP_00011,15477.87,25.25,6.9,1.0
100444,2026-02-07 12:21:00,DRV_00028,VEH_00072,RTE_00013,SUP_00019,9588.86,8.83,13.8,2.0
100445,2026-02-16 02:52:00,DRV_00020,VEH_00072,RTE_00006,SUP_00006,19417.72,39.51,-1.5,1.0
100446,2026-02-10 12:15:00,DRV_00033,VEH_00061,RTE_00018,SUP_00014,4676.33,68.76,0.3,2.0
100447,2026-02-09 00:19:00,DRV_00010,VEH_00012,RTE_00002,SUP_00726,9920.64,25.53,1.1,1.0
100448,2026-01-23 06:53:00,DRV_00040,VEH_00061,RTE_00008,SUP_00006,9000.49,1.38,6.7,3.0
100449,2026-02-18 09:18:00,DRV_00032,VEH_00033,RTE_00011,SUP_00017,11079.27,42.74,5.9,3.0
100450,2026-02-26 01:38:00,DRV_00033,VEH_00045,RTE_00001,SUP_00010,19653.61,21.2,12.9,1.0
100451,2026-01-28 14:14:00,DRV_00002,VEH_00069,RTE_00022,SUP_00001,12362.24,60.91,9.6,3.0
100452,2026-02-20 10:15:00,DRV_00033,VEH_00008,RTE_00029,SUP_00003,19953.35,28.47,5.8,2.0
100453,2026-02-21 01:23:00,DRV_00033,VEH_00025,RTE_00052,SUP_00008,14623.98,9.85,1.4,1.0
